mean_small,mean_large,difference
2383.2,2669.4,286.2
2447.9,2663.8,215.9
2416.7,2666.5,249.8
2415.4,2669.4,254
2466.3,2665.9,199.6
2376.3,2666.5,290.2
2522.3,2666.5,144.2
2384.4,2669.4,285
2375.9,2669.4,293.5
2358.1,2664.7,306.6
2424.5,2667.1,242.6
2380.8,2669.4,288.6
2443.9,2658,214.1
2409.1,2669.4,260.3
2459.6,2654.7,195.1
2495.4,2654.1,158.7
2367.9,2664.7,296.8
2486.4,2666.2,179.8
2441,2665.9,224.9
2393.3,2658,264.7
2433.3,2669.4,236.1
2441.8,2666.2,224.4
2352.6,2669.4,316.8
2495.7,2656.8,161.1
2408.8,2669.4,260.6
2451.3,2666.7,215.4
2446.8,2666.5,219.7
2344.3,2669.4,325.1
2488.4,2663.3,174.9
2398.2,2668.8,270.6
2437.7,2666.7,229
2462.3,2669.4,207.1
2541.2,2654.3,113.1
2525,2648.2,123.2
2410.5,2669.4,258.9
2408,2669.4,261.4
2456.7,2669.4,212.7
2385.1,2669.4,284.3
2434.9,2664.7,229.8
2374.3,2669.4,295.1
2335.8,2669.4,333.6
2438.8,2665.9,227.1
2445.2,2669.4,224.2
2450.3,2666.2,215.9
2427.4,2665.9,238.5
2446.1,2669.4,223.3
2438.8,2665.9,227.1
2422.9,2655.3,232.4
2496.3,2661.8,165.5
2488.9,2658,169.1
2437.9,2669.4,231.5
2446.1,2669.4,223.3
2448.1,2669.4,221.3
2390.6,2669.4,278.8
2413,2666.7,253.7
2364,2669.4,305.4
2382.1,2669.4,287.3
2458.8,2668.8,210
2458.3,2666.2,207.9
2373.7,2669.4,295.7
2516.1,2664.1,148
2417.5,2657.4,239.9
2463.6,2666.7,203.1
2487.7,2653.3,165.6
2315.3,2669.4,354.1
2395.9,2665.9,270
2395.2,2669.4,274.2
2359.4,2669.4,310
2279.6,2669.4,389.8
2446.3,2669.4,223.1
2409.6,2669.4,259.8
2335.4,2669.4,334
2420.9,2669.4,248.5
2366.6,2669.4,302.8
2366.8,2669.4,302.6
2265.1,2669.4,404.3
2460.9,2663.2,202.3
2378.5,2669.4,290.9
2455.2,2666.5,211.3
2472,2655.3,183.3
2470.4,2669.4,199
2465.6,2662.4,196.8
2419.5,2669.4,249.9
2426.3,2669.4,243.1
2493,2657.4,164.4
2380.4,2669.4,289
2430.8,2655.3,224.5
2469.9,2658.9,189
2413.8,2669.4,255.6
2510.1,2654.2,144.1
2448.8,2657.4,208.6
2318.4,2669.4,351
2371.5,2669.4,297.9
2385,2669.4,284.4
2455.3,2666.5,211.2
2447.9,2654.1,206.2
2404.9,2669.4,264.5
2345.2,2669.4,324.2
2427.3,2666.5,239.2
2382.8,2669.4,286.6
2441.8,2669.4,227.6
2356.9,2669.4,312.5
2504,2651.5,147.5
2415.7,2669.4,253.7
2417.2,2662.1,244.9
2401.8,2651.5,249.7
2404.8,2657.4,252.6
2468.5,2654.7,186.2
2437.3,2657.4,220.1
2460.3,2652.7,192.4
2482.6,2654.7,172.1
2444.9,2658,213.1
2387,2666.2,279.2
2487.8,2642.7,154.9
2429.4,2669.4,240
2481.1,2662.7,181.6
2397.5,2664.7,267.2
2402.3,2669.4,267.1
2358.5,2669.4,310.9
2456.9,2654.1,197.2
2399,2665.9,266.9
2513.5,2653.9,140.4
2421.9,2669.4,247.5
2460.2,2666.5,206.3
2352.5,2669.4,316.9
2423.4,2657.4,234
2387.1,2669.4,282.3
2411.2,2669.4,258.2
2435.2,2669.4,234.2
2313.1,2669.4,356.3
2443,2669.4,226.4
2468.6,2658,189.4
2500.8,2653.3,152.5
2395.5,2664.7,269.2
2389.9,2669.4,279.5
2415.7,2669.4,253.7
2427.1,2664.7,237.6
2486.5,2669.4,182.9
2477.8,2663.2,185.4
2288.2,2669.4,381.2
2341.4,2669.4,328
2478.9,2664.7,185.8
2477.6,2669.4,191.8
2365.9,2669.4,303.5
2404.1,2669.4,265.3
2457.9,2665.3,207.4
2413,2669.4,256.4
2438.6,2669.4,230.8
2470.1,2652.4,182.3
2444.7,2655.3,210.6
2421.9,2669.4,247.5
2423.7,2669.4,245.7
2444.6,2666.1,221.5
2452.8,2669.4,216.6
2396.2,2669.4,273.2
2389,2658,269
2461.4,2666.2,204.8
2430.6,2663.2,232.6
2489,2669.4,180.4
2546.6,2646.9,100.3
2480.8,2664.7,183.9
2456.8,2654.2,197.4
2409.7,2666.2,256.5
2452.3,2655.3,203
2467.5,2660.6,193.1
2403.3,2669.4,266.1
2381.7,2664.7,283
2484.8,2669.4,184.6
2447.4,2666.1,218.7
2291.7,2669.4,377.7
2358.9,2669.4,310.5
2379,2669.4,290.4
2394,2669.4,275.4
2458.4,2669.4,211
2384.9,2669.4,284.5
2446.6,2668.8,222.2
2452.7,2669.4,216.7
2414.5,2666.5,252
2504.1,2658,153.9
2380.8,2669.4,288.6
2421,2665.9,244.9
2412.3,2669.4,257.1
2467,2665.9,198.9
2380.5,2669.4,288.9
2328,2669.4,341.4
2427.9,2662.4,234.5
2383.4,2667.1,283.7
2429.1,2668.8,239.7
2426.9,2666.7,239.8
2385.3,2669.4,284.1
2530.5,2666.5,136
2419.7,2666.5,246.8
2471.9,2662.4,190.5
2396.4,2669.4,273
2437.4,2669.4,232
2462.1,2655.3,193.2
2414.4,2669.4,255
2457.4,2665.5,208.1
2427.4,2658,230.6
2319.5,2669.4,349.9
2338.8,2669.4,330.6
2345.7,2669.4,323.7
2311.6,2669.4,357.8
2472.4,2654.7,182.3
2406.2,2669.4,263.2
2410.3,2666.2,255.9
2438.5,2669.4,230.9
2357.5,2669.4,311.9
2380.1,2669.4,289.3
2443.1,2668.8,225.7
2348.5,2669.4,320.9
2450,2669.4,219.4
2438.4,2669.4,231
2402.8,2669.4,266.6
2388.4,2669.4,281
2503.1,2652,148.9
2311.8,2669.4,357.6
2456.6,2665.9,209.3
2430.5,2669.4,238.9
2469.4,2666.2,196.8
2378.7,2669.4,290.7
2401.5,2669.4,267.9
2410.9,2669.4,258.5
2459.2,2666.5,207.3
2467.8,2669.4,201.6
2488.3,2655.3,167
2353.1,2669.4,316.3
2460.2,2664.7,204.5
2523.9,2650.8,126.9
2340.7,2666.2,325.5
2405,2655.3,250.3
2405.3,2666.7,261.4
2405.9,2669.4,263.5
2485.7,2664.7,179
2533.6,2655.3,121.7
2365.7,2668.8,303.1
2458.5,2669.4,210.9
2502.9,2657.4,154.5
2462.7,2649.4,186.7
2458.7,2653.9,195.2
2440.4,2665.9,225.5
2375.4,2669.4,294
2416.3,2669.4,253.1
2359.1,2669.4,310.3
2325.4,2669.4,344
2358.3,2669.4,311.1
2430,2669.4,239.4
2403.9,2669.4,265.5
2300.2,2669.4,369.2
2478.5,2669.4,190.9
2411.5,2669.4,257.9
2428.4,2669.4,241
2407,2669.4,262.4
2361.8,2669.4,307.6
2431.5,2664.7,233.2
2356,2669.4,313.4
2427.6,2669.4,241.8
2340.7,2669.4,328.7
2369.7,2666.7,297
2410.7,2666.2,255.5
2448,2669.4,221.4
2419.6,2665.9,246.3
2412.2,2669.4,257.2
2500.8,2654.2,153.4
2401.9,2658,256.1
2452.9,2655.3,202.4
2490.8,2655.3,164.5
2391.1,2669.4,278.3
2383.2,2669.4,286.2
2360.3,2669.4,309.1
2359.2,2669.4,310.2
2420.7,2666.7,246
2417.4,2664.7,247.3
2404.9,2669.4,264.5
2370.3,2669.4,299.1
2421.4,2666.7,245.3
2421.7,2669.4,247.7
2407.1,2665.9,258.8
2449.4,2669.4,220
2421.7,2658,236.3
2451.3,2669.4,218.1
2404.8,2669.4,264.6
2384,2666.5,282.5
2405.6,2665.9,260.3
2443.2,2669.4,226.2
2398.7,2669.4,270.7
2411.5,2665.3,253.8
2446.1,2668.8,222.7
2515.5,2657.2,141.7
2436.6,2669.4,232.8
2402.6,2660.6,258
2471.6,2664.7,193.1
2412.6,2666.2,253.6
2480.1,2665.9,185.8
2457.6,2666.2,208.6
2479.6,2669.4,189.8
2367.8,2669.4,301.6
2357.6,2664.7,307.1
2472.2,2669.4,197.2
2417.2,2667.1,249.9
2331.5,2666.2,334.7
2452.7,2666.7,214
2472.5,2664.1,191.6
2441.5,2666.2,224.7
2504.7,2655.1,150.4
2424.3,2669.4,245.1
2414.8,2655.1,240.3
2489.8,2657.3,167.5
2348,2669.4,321.4
2469.8,2652.1,182.3
2319.7,2666.7,347
2438.7,2669.4,230.7
2435.7,2665.9,230.2
2416.7,2658,241.3
2349,2669.4,320.4
2417.7,2669.4,251.7
2435,2666.5,231.5
2342.8,2669.4,326.6
2382,2669.4,287.4
2359,2669.4,310.4
2429.5,2664.7,235.2
2407.4,2669.4,262
2367.7,2669.4,301.7
2459,2669.4,210.4
2319.5,2669.4,349.9
2507.4,2653.5,146.1
2417.5,2669.4,251.9
2451.7,2663.3,211.6
2383,2669.4,286.4
2413.5,2669.4,255.9
2416,2669.4,253.4
2426.8,2657.4,230.6
2424.9,2669.4,244.5
2406.4,2669.4,263
2367.8,2669.4,301.6
2492.8,2664.7,171.9
2395.8,2663.6,267.8
2338,2669.4,331.4
2385.9,2669.4,283.5
2445.8,2664.7,218.9
2444.5,2655.3,210.8
2441.9,2655.3,213.4
2374.3,2669.4,295.1
2403.9,2669.4,265.5
2432,2658,226
2342.4,2669.4,327
2423.8,2669.4,245.6
2429.6,2669.4,239.8
2428.8,2655.3,226.5
2446.7,2666.7,220
2468,2651.8,183.8
2490.3,2654.1,163.8
2439.2,2657.4,218.2
2399.5,2658,258.5
2435.2,2669.4,234.2
2417.5,2669.4,251.9
2414.8,2666.7,251.9
2388.8,2669.4,280.6
2321.5,2668.8,347.3
2403.9,2668.8,264.9
2385.8,2669.4,283.6
2393.8,2669.4,275.6
2485.1,2658.5,173.4
2390.7,2669.4,278.7
2389.2,2669.4,280.2
2434.5,2665.9,231.4
2451.3,2669.4,218.1
2376.8,2669.4,292.6
2504.1,2662.1,158
2412.1,2664.7,252.6
2403,2669.4,266.4
2429.9,2669.4,239.5
2301.6,2669.4,367.8
2383.8,2664.7,280.9
2291.7,2669.4,377.7
2470.7,2657.4,186.7
2481.2,2665.6,184.4
2387.2,2669.4,282.2
2411.2,2669.4,258.2
2379.9,2669.4,289.5
2452.2,2667.1,214.9
2486.3,2667.1,180.8
2427.9,2657.4,229.5
2421.5,2669.4,247.9
2508.9,2660.2,151.3
2511.9,2665.5,153.6
2353.7,2669.4,315.7
2359,2669.4,310.4
2405.8,2667.1,261.3
2431.1,2668.8,237.7
2322.2,2669.4,347.2
2416.7,2669.4,252.7
2417.3,2669.4,252.1
2482.7,2666.7,184
2431.7,2666.5,234.8
2426.7,2663.8,237.1
2318.2,2669.4,351.2
2452.8,2664.7,211.9
2416.9,2667.1,250.2
2473,2655.3,182.3
2487.8,2660.3,172.5
2441.5,2669.4,227.9
2441.9,2657.4,215.5
2405.7,2669.4,263.7
2406.5,2669.4,262.9
2416.5,2669.4,252.9
2447.9,2669.4,221.5
2487,2652.4,165.4
2486,2665.9,179.9
2446.1,2667.1,221
2517.2,2655.3,138.1
2397.4,2669.4,272
2437.4,2669.4,232
2360.9,2669.4,308.5
2416.6,2669.4,252.8
2424.7,2657.4,232.7
2329.8,2669.4,339.6
2395.3,2658,262.7
2411.7,2669.4,257.7
2434.8,2658,223.2
2444.6,2655.1,210.5
2476.7,2664.7,188
2462.7,2669.4,206.7
2322.3,2669.4,347.1
2447.3,2655.3,208
2375.3,2669.4,294.1
2444.6,2663.8,219.2
2413.8,2669.4,255.6
2423.3,2667.1,243.8
2385.2,2669.4,284.2
2391,2669.4,278.4
2394.7,2669.4,274.7
2496.2,2651.2,155
2447.3,2667.1,219.8
2405.3,2655.3,250
2463.3,2656.2,192.9
2413.6,2669.4,255.8
2462.6,2666.5,203.9
2342.3,2669.4,327.1
2458.4,2668.8,210.4
2380.4,2669.4,289
2363.2,2669.4,306.2
2422.6,2650.9,228.3
2322,2669.4,347.4
2382.3,2669.4,287.1
2449.1,2669.4,220.3
2441,2669.4,228.4
2386.3,2668.8,282.5
2381.4,2669.4,288
2415.7,2651.8,236.1
2544,2645,101
2404.1,2669.4,265.3
2391.7,2666.7,275
2440.4,2667.1,226.7
2495.8,2668.8,173
2443.1,2669.4,226.3
2445.2,2666.2,221
2411.9,2669.4,257.5
2463.5,2669.4,205.9
2472.8,2663.5,190.7
2448.6,2666.7,218.1
2356.5,2669.4,312.9
2393.9,2663.5,269.6
2442.1,2658,215.9
2378.2,2669.4,291.2
2420.1,2657.4,237.3
2390.3,2658,267.7
2435.4,2664.7,229.3
2439.5,2655.3,215.8
2457.8,2663,205.2
2480.3,2642.7,162.4
2395.6,2669.4,273.8
2455.8,2665.3,209.5
2378,2669.4,291.4
2445.5,2669.4,223.9
2424,2666.5,242.5
2446.4,2668.8,222.4
2454.8,2669.4,214.6
2373,2669.4,296.4
2418.4,2666.7,248.3
2409.2,2666.5,257.3
2292,2669.4,377.4
2476.3,2664.7,188.4
2355.9,2667.1,311.2
2497.1,2655.3,158.2
2510.3,2655.3,145
2350.2,2669.4,319.2
2415.1,2666.2,251.1
2483.3,2665,181.7
2508.4,2660,151.6
2343.1,2669.4,326.3
2349.1,2669.4,320.3
2333.7,2666.7,333
2370.9,2669.4,298.5
2443.2,2665.3,222.1
2394.8,2669.4,274.6
2346.5,2669.4,322.9
2390.8,2669.4,278.6
2447.4,2669.4,222
2458.3,2669.4,211.1
2409.9,2664.7,254.8
2550.7,2636.2,85.5
2404,2669.4,265.4
2337.3,2669.4,332.1
2466.4,2664.7,198.3
2450.3,2658,207.7
2411.5,2669.4,257.9
2379,2669.4,290.4
2415.5,2669.4,253.9
2417.2,2654.1,236.9
2439.1,2669.4,230.3
2446.1,2669.4,223.3
2447.6,2669.4,221.8
2438.5,2666.7,228.2
2512.4,2652.1,139.7
2443.5,2669.4,225.9
2447.3,2669.4,222.1
2352.8,2669.4,316.6
2318.7,2669.4,350.7
2369.1,2669.4,300.3
2414.1,2664.7,250.6
2399.2,2669.4,270.2
2360.9,2669.4,308.5
2405.4,2669.4,264
2516.5,2665.3,148.8
2401.9,2669.4,267.5
2415.1,2669.4,254.3
2475.9,2651.8,175.9
2442.8,2669.4,226.6
2416.4,2668.8,252.4
2411.3,2669.4,258.1
2449.4,2652.4,203
2549.5,2645.4,95.9000000000001
2399.6,2667.1,267.5
2417.7,2669.4,251.7
2458.8,2655.3,196.5
2422,2669.4,247.4
2391.2,2669.4,278.2
2357,2669.4,312.4
2335.4,2669.4,334
2408.6,2669.4,260.8
2414.9,2669.4,254.5
2417,2658,241
2427.5,2669.4,241.9
2481.4,2666.7,185.3
2430.2,2669.4,239.2
2322,2669.4,347.4
2399.9,2665.9,266
2437.9,2666.7,228.8
2452.8,2666.1,213.3
2383.3,2666.7,283.4
2436,2669.4,233.4
2474,2665.9,191.9
2426.2,2666.5,240.3
2447.4,2669.4,222
2456,2669.4,213.4
2373.5,2669.4,295.9
2381.3,2666.7,285.4
2488.4,2657.4,169
2301.2,2669.4,368.2
2487.2,2657.4,170.2
2335.3,2669.4,334.1
2517,2655.3,138.3
2449.2,2669.4,220.2
2286.1,2669.4,383.3
2407.1,2669.4,262.3
2440.3,2655.3,215
2476.5,2655.3,178.8
2516.8,2661.8,145
2515.8,2658,142.2
2495.5,2651.8,156.3
2473.2,2666.7,193.5
2413,2669.4,256.4
2412,2669.4,257.4
2500.8,2669.4,168.6
2482.2,2668.8,186.6
2404,2666.5,262.5
2392,2669.4,277.4
2438.5,2666.7,228.2
2361.3,2669.4,308.1
2395.4,2658,262.6
2454,2665.9,211.9
2311.1,2669.4,358.3
2436.3,2666.5,230.2
2378.3,2665.9,287.6
2402.4,2669.4,267
2365.1,2669.4,304.3
2513.8,2654.2,140.4
2347,2669.4,322.4
2452.7,2666.7,214
2317.1,2669.4,352.3
2373.4,2669.4,296
2466.6,2669.4,202.8
2395.1,2669.4,274.3
2458.5,2669.4,210.9
2421.7,2658,236.3
2434.6,2666.2,231.6
2451,2666.7,215.7
2464.3,2657.4,193.1
2510.6,2655.3,144.7
2455.7,2669.4,213.7
2473.9,2652.7,178.8
2258.9,2669.4,410.5
2433.3,2669.4,236.1
2427.4,2668.8,241.4
2499.8,2669.4,169.6
2351,2669.4,318.4
2403.3,2668.8,265.5
2461.8,2666.2,204.4
2412.8,2666.5,253.7
2457.6,2658,200.4
2501,2665,164
2449.4,2669.4,220
2377.9,2668.8,290.9
2471.5,2654.7,183.2
2459.4,2665.9,206.5
2372.9,2669.4,296.5
2419.4,2669.4,250
2433.4,2669.4,236
2420.2,2669.4,249.2
2447.8,2658,210.2
2403.5,2669.4,265.9
2393.3,2669.4,276.1
2422.5,2668.8,246.3
2464.2,2662.4,198.2
2408.5,2664.7,256.2
2386.4,2669.4,283
2410.4,2667.1,256.7
2342.2,2669.4,327.2
2422.2,2669.4,247.2
2412.5,2669.4,256.9
2431.5,2669.4,237.9
2460.8,2669.4,208.6
2437.9,2666.2,228.3
2397.5,2669.4,271.9
2476.2,2643.3,167.1
2405.6,2669.4,263.8
2474.9,2664.7,189.8
2454.2,2666.2,212
2383.1,2669.4,286.3
2385.7,2669.4,283.7
2432.9,2669.4,236.5
2402.7,2669.4,266.7
2388.5,2669.4,280.9
2319.9,2669.4,349.5
2410.4,2669.4,259
2461.4,2658,196.6
2449.5,2657.4,207.9
2428,2666.5,238.5
2396.1,2669.4,273.3
2423.8,2668.8,245
2484,2657.4,173.4
2372.4,2669.4,297
2485.4,2665.9,180.5
2488,2654.7,166.7
2504.6,2656.8,152.2
2485.9,2666.2,180.3
2448.5,2669.4,220.9
2420.6,2654.1,233.5
2429.4,2669.4,240
2443.1,2665.9,222.8
2392,2669.4,277.4
2388.8,2667.1,278.3
2438,2669.4,231.4
2393.8,2669.4,275.6
2479.4,2644.3,164.9
2483,2654.1,171.1
2458.3,2664.7,206.4
2341.6,2669.4,327.8
2416.5,2652.4,235.9
2351.9,2664.7,312.8
2331.2,2669.4,338.2
2409.2,2669.4,260.2
2413.9,2669.4,255.5
2384.9,2666.5,281.6
2363.8,2669.4,305.6
2386.6,2666.2,279.6
2427.3,2643.3,216
2427.5,2669.4,241.9
2442.5,2667.1,224.6
2323.7,2669.4,345.7
2426.7,2666.5,239.8
2428.6,2667.1,238.5
2431.6,2665,233.4
2420.6,2669.4,248.8
2442.9,2663.5,220.6
2347.3,2669.4,322.1
2431,2669.4,238.4
2375.8,2669.4,293.6
2466,2656.8,190.8
2454.4,2669.4,215
2396.1,2666.7,270.6
2519.8,2641.9,122.1
2394.7,2669.4,274.7
2433.4,2669.4,236
2412.5,2669.4,256.9
2232,2669.4,437.4
2366,2669.4,303.4
2360.5,2669.4,308.9
2335,2669.4,334.4
2303.7,2665.9,362.2
2422.6,2669.4,246.8
2495.2,2664.7,169.5
2452.9,2655.3,202.4
2389.5,2669.4,279.9
2479.4,2663.6,184.2
2397.3,2669.4,272.1
2513.6,2651.5,137.9
2399.1,2669.4,270.3
2390,2669.4,279.4
2335.7,2669.4,333.7
2495,2651.5,156.5
2415.6,2668.8,253.2
2451.7,2662.9,211.2
2460,2667.1,207.1
2437,2654.5,217.5
2476.9,2669.4,192.5
2394.1,2655.3,261.2
2410,2663.8,253.8
2484.3,2669.4,185.1
2355.9,2669.4,313.5
2435.5,2668.8,233.3
2463,2656.8,193.8
2319.8,2669.4,349.6
2533.4,2661.2,127.8
2452.8,2657.4,204.6
2443.2,2668.8,225.6
2404.1,2667.1,263
2454.3,2657.4,203.1
2449.6,2652.1,202.5
2353.7,2666.5,312.8
2501.5,2665.6,164.1
2471.7,2666.2,194.5
2328.7,2669.4,340.7
2416.6,2667.1,250.5
2455.6,2663.5,207.9
2425.3,2669.4,244.1
2366.7,2664.7,298
2423.1,2669.4,246.3
2400,2666.2,266.2
2322,2669.4,347.4
2388.9,2669.4,280.5
2411.6,2669.4,257.8
2454.1,2667.1,213
2358.6,2669.4,310.8
2460.2,2669.4,209.2
2442.5,2655.3,212.8
2412.6,2655.3,242.7
2456.8,2663.5,206.7
2449.4,2667.1,217.7
2396.3,2666.2,269.9
2430.8,2666.5,235.7
2430.6,2669.4,238.8
2425.7,2669.4,243.7
2354.4,2669.4,315
2363.6,2669.4,305.8
2415,2662.1,247.1
2353,2669.4,316.4
2404.3,2669.4,265.1
2383.3,2669.4,286.1
2433.2,2658,224.8
2397.3,2669.4,272.1
2446.5,2663.8,217.3
2348.3,2669.4,321.1
2475.3,2668.8,193.5
2430.3,2669.4,239.1
2447.4,2652.1,204.7
2438.8,2658,219.2
2451.2,2667.1,215.9
2383.1,2669.4,286.3
2410.2,2665.9,255.7
2307.9,2669.4,361.5
2410.6,2669.4,258.8
2357.5,2669.4,311.9
2321.9,2669.4,347.5
2464.3,2666.7,202.4
2506.6,2669.4,162.8
2402.5,2669.4,266.9
2366.3,2665.9,299.6
2410.7,2665.9,255.2
